"Indicativo","NOMBRE","PROVINCIA","MUNICIPIO","ALTITUD","LONGITUD","LATITUD","DATUM","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre","anual","Archivo_Origen"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","4","0","9","13","6","3","2","1","6","7","8","5","64","NP_010_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","7","0","9","13","9","2","1","2","7","6","10","9","75","NP_010_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89","6","0","8","11","7","3","1","2","6","7","9","7","67","NP_010_2020.csv"
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","4","0","7","11","5","1","2","2","3","6","9","7","57","NP_010_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","5","0","8","11","7","2","1","1","3","7","8","5","58","NP_010_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","6","0","9","10","5","2","2","1","4","5","9","8","61","NP_010_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","7","0","9","14","6","1","1","0","4","7","10","8","67","NP_010_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","8","1","9","11","6","0","1","1","3","6","9","10","65","NP_010_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","6","1","4","14","7","0","1","0","2","6","9","11","61","NP_010_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","4","0","5","9","6","1","0","0","1","3","9","2","40","NP_010_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","7","0","11","8","7","4","0","0","1","5","9","11","63","NP_010_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","7","1","8","11","6","0","0","0","2","5","8","9","57","NP_010_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","6","0","8","11","6","0","1","1","1","5","7","9","55","NP_010_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","5","0","8","11","7","2","0","0","2","3","3","7","48","NP_010_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","7","1","7","9","6","2","0","0","1","5","4","7","49","NP_010_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","6","0","7","9","7","1","0","0","2","4","7","4","47","NP_010_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","6","1","9","9","6","0","1","0","2","4","5","6","49","NP_010_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","6","1","7","6","6","1","0","0","2","4","9","8","50","NP_010_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","6","1","7","7","7","2","0","0","2","5","10","8","55","NP_010_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","6","2","7","6","6","1","0","1","2","4","9","7","51","NP_010_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","6","0","4","11","2","1","1","0","1","1","2","7","36","NP_010_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89","6","2",NA,NA,NA,"2","0","0","0",NA,"6","9",NA,"NP_010_2020.csv"
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","5","1","9","5","3","1","0","0","2","3","5","1","35","NP_010_2020.csv"
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","4","0","5","8","0","0","0","0","2","1","3","0","23","NP_010_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89","4","0","8","10","2","2","1","2","1","0","3","0","33","NP_010_2020.csv"
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","3","0","8","6","3","3","1","1","2","1","5","0","33","NP_010_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89","4","1","8","8","3","3","2","1","2","1","4","0","37","NP_010_2020.csv"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89","4","1","9","7","3","1","0","3","1","0","4","1","34","NP_010_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","3","0","9","7","3","2","0","3","1","2","5","0","35","NP_010_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","4","0","13","11","5","2","4","1","3","4","7","13","67","NP_010_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","6","0","10","5","9","1","3","3","3","3","6","6","55","NP_010_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","5","0","10","6","7","1","3","1","3","3","6","6","51","NP_010_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","3","0","9","10","7","4","3","4","3","1","5","6","55","NP_010_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","5","0","9","5","4","3","3","1","3","2","6","2","43","NP_010_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","5","1","9","7","4","3","4","2","3","3","6","2","49","NP_010_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","4","0","9","6","5","3","1","3","3","2","7","1","44","NP_010_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","4","3","10","8","6","7","2","6","8","15","4","19","92","NP_010_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","7","2","8","9",NA,"6","4","6","7","6","2","12",NA,"NP_010_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89","7","3",NA,NA,NA,NA,NA,"8","6","12","3","22",NA,"NP_010_2020.csv"
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","7","4","13","12","5","10","3","7","5","12","3","18","99","NP_010_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","5","0","8","11","9","7","5","5","4","2","6","6","68","NP_010_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","5","0","7","15","4","9","4","2","4","3","7","7","67","NP_010_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","5","0","7","7","8","6","2","1","4","5","4","7","56","NP_010_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","6","0","6","9","7","8","0","1","2","4","6","6","55","NP_010_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","6","0","7","11","9","9","1","1","2","7","4","10","67","NP_010_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","5","0","8","9","7","4","1","1","2","1","6","4","48","NP_010_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","6","0","6","7","3","3","0","1","5","4","2","11","48","NP_010_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","6","0","6","6","3","3","1","1","5","4","3","9","47","NP_010_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","5","0","8","7","3","2","1","3","4","9","3","10","55","NP_010_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","6","0","4","8","3","3","0","3","4","2","3","6","42","NP_010_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","0","0","3","1","0","0","0","0","0","2","8","1","15","NP_010_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95","3","0","1","3","0","3","0","0","1","4","6","15","36","NP_010_2020.csv"
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","1","0","3","1","0","0","0","0","0","1","3","1","10","NP_010_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","0","0","1","2","0","2","0","0","1","2","4","5","17","NP_010_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","2","0","3","3","0","2","0","0","2","3","5","4","24","NP_010_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","2","0","13","9","2","3","0","1","1","6","7","9","53","NP_010_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","1","0","5","3","0","0","0","0","0","3","5","5","22","NP_010_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","0","1","4","2","0","0","0","0","1","1","4","3","16","NP_010_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","0","0","1","3","0","4","0","0","1","3","5","8","25","NP_010_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","3","0","2","4","2","2","0","1","1","0","1","0","16","NP_100_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"4","0","2","7","0","2","2","1","4","1","1","1","25","NP_100_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","4","0","1","5","1","2","1","0","3","1","2","2","22","NP_100_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"4","0","2","6","1","6","3","1","3","1","5","0","32","NP_100_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","3","3","5","4","4","6","0","3","7","8","3","16","62","NP_100_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","1","4","7","1","5","5","2","5","4","10","5","14","63","NP_100_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","1","0","6","1","2","2","1","1","3","8","2","11","38","NP_100_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89","1","1","5","3","0","3","0","3","4","8","0","13","41","NP_100_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","0","0","4","2","1","3","0","4","4","5","2","12","37","NP_100_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","2","1","4","1","1","2","0","4","3","7","0","12","37","NP_100_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","2","1","4","0","1","1","0","5","4","8","0","12","38","NP_100_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","2","1","3","3","2","2","0","3","1","7","0","12","36","NP_100_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","3","1","5","2","0","1","0","2","1","5","1","6","27","NP_100_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","3","1","5","2","0",NA,"0","1",NA,"5","1","9",NA,"NP_100_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","9","3","6","7","1","2","0","5","0","7","5","13","58","NP_100_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","7","3","4","9","1","1","0","4","1","8","4","14","56","NP_100_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","6","2","4","6","1","1","0","2","4","5","5","16","52","NP_100_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","5","2","6","2","1","1","0","4","2","6","5","9","43","NP_100_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","0","0","1","1","1","1","0","2","1","3","0","2","12","NP_100_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","2","0","3","2","3","1","0","1","1","4","1","4","22","NP_100_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","0","0","4","2","1","1","0","0","0","2","1","1","12","NP_100_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","0","0","2","4","2","2","0","1","2","3","1","0","17","NP_100_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","0","0","1","4","3","0","0","0","2","2","0","0","12","NP_100_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","0","0","1","3","2","0","0","1","2","2","4","1","16","NP_100_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","7","0","7","7","5","2","0","1","3","5","7","9","53","NP_100_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","0","0","1","1","1","1","1","1","2","1","0","1","10","NP_100_2020.csv"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","0","0","0","3","0","0","1","0","1","3","0","0","8","NP_100_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","0","0","1","1","0","0","0","0","1","2","1","0","6","NP_100_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","0","0","1","2","1","0","0","2","2","2","2","0","12","NP_100_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","0","0","1","3","1","0","0","0","0","1","0","1","7","NP_100_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89","0","0","1","1","2","0","0","0",NA,"1","0","1",NA,"NP_100_2020.csv"
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","1","0","3","0","3","1","0","1","1","1","0","0","11","NP_100_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89","0","0","3","2","3","0","0","1","3","1","2","0","15","NP_100_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","1","0","3","1","1","1","0","1","2","1","1","0","12","NP_100_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","1","0","2","2","3","0","0","1","2","2","3","0","16","NP_100_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89","0","0","1","2","4","0","0","1","2","1","2","0","13","NP_100_2020.csv"
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","0","0","1","3","1","0","0","1","1","2","2","0","11","NP_100_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","0","0","1","2","0","0","0","1","2","1","3","1","11","NP_100_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","1","0","1","2","1","0","0","1","0","0","0","1","7","NP_100_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","1","0","1","5","1","0","0","0","1","4","4","1","18","NP_100_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","0","0","3","1","0","0","0","1","1","0","2","0","8","NP_100_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","0","0","2","2","1","0","0","0","1","1","3","1","11","NP_100_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","3","0","4","2","3","0","0","0","1","2","6","0","21","NP_100_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","4","0","6","2","3","2","0","0","0","1","2","6","26","NP_100_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","1","0","2","1","4","0","0","0","0","1","2","1","12","NP_100_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","1","0","1","1","0","0","0","1","1","2","4","0","11","NP_100_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","1","0","0","1","2","1","0","0","0","0","3","0","8","NP_100_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","1","0","0","0","3","0","0","0","1","0","1","1","7","NP_100_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","2","0","3","2","2","0","0","0","0","2","3","0","14","NP_100_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","2","0","3","2","1","0","0","0","0","0","3","2","13","NP_100_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","3","0","5","2","2","0","0","0","0","2","6","1","21","NP_100_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","2","0","3","4","3","0","0","0","0","2","3","1","18","NP_100_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","3","0","4","2","4","0","0","0","0","2","5","1","21","NP_100_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","0","0","0","1","1","0","0","0","0","0","0","2","4","NP_100_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89","1","0",NA,NA,NA,"1","0","0","0",NA,"3","0",NA,"NP_100_2020.csv"
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","4","0","5","0","1","0","0","0","0","1","3","0","14","NP_100_2020.csv"
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","1","0","1","0","0","0","0","0","0","0","0","0","2","NP_100_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89","3","0","3","0","1","1","0","0","0","0","0","0","8","NP_100_2020.csv"
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","2","0","3","0","1","0","0","0","0","0","1","0","7","NP_100_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89","3","0","3","1","1","1","0","0","0","0","1","0","10","NP_100_2020.csv"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89","1","0","2","1","2","1","0","1","0","0","1","0","9","NP_100_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","1","0","3","0","2","0","0","0","0","0","0","0","6","NP_100_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","1","0","5","2","4","1","0","1","2","1","2","0","19","NP_100_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","2","0","5","1","3","0","1","0","1","1","2","0","16","NP_100_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","2","0","5","2","4","0","1","0","1","2","2","0","19","NP_100_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","1","0","3","3","1","1","1","1","0","0","2","0","13","NP_100_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","4","0","3","2","1","1","0","0","0","0","3","0","14","NP_100_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","3","0","1","2","0","1","0","0","1","0","4","0","12","NP_100_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","3","0","3","2","1","2","0","0","1","0","4","0","16","NP_100_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","1","0","3","3","2","2","0","0","2","3","1","7","24","NP_100_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","1","0","3","2",NA,"1","0","2","0","0","1","1",NA,"NP_100_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89","1","0",NA,NA,NA,NA,NA,"3","2","4","2","7",NA,"NP_100_2020.csv"
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","1","0","3","4","1","2","0","1","2","3","1","6","24","NP_100_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","1","0","3","2","3","2","1","0","1","0","1","0","14","NP_100_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","2","0","2","2","3","2","1","1","1","1","0","1","16","NP_100_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","2","0","3","1","2","2","0","0","1","0","1","0","12","NP_100_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","3","0","1","3","3","2","0","1","0","0","3","0","16","NP_100_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","2","0","4","2","3","1","0","0","0","1","1","1","15","NP_100_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","4","0","1","5","3","2","0","0","0","0","2","0","17","NP_100_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","2","0","1","3","0","1","0","1","2","0","1","1","12","NP_100_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","2","0","0","4","0","1","0","1","1","0","1","0","10","NP_100_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","2","0","0","2","0","0","0","0","2","1","0","2","9","NP_100_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","1","0","0","2","0","0","0","0","1","0","0","0","4","NP_100_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","0","0","0","1","0","0","0","0","0","0","1","0","2","NP_100_2020.csv"
